日期,城市,新增确诊,新增治愈,新增死亡,累计确诊,累计治愈,累计死亡
2020-02-06,南京,5,2,0,57,13,0
2020-02-06,南宁,1,2,0,31,2,0
2020-02-06,南通,2,2,0,29,2,0
2020-02-06,南阳,7,0,0,118,1,2
2020-02-06,内江,1,0,0,17,0,0
2020-02-06,宁波,10,3,0,136,9,0
2020-02-06,盘锦,3,0,0,11,0,0
2020-02-06,平顶山,5,0,1,46,0,1
2020-02-06,萍乡,1,0,0,24,1,0
2020-02-06,莆田,2,0,0,44,1,0
2020-02-06,浦东新区,3,3,0,50,6,0
2020-02-06,普陀区,1,0,0,7,0,0
2020-02-06,七台河,1,0,0,10,0,0
2020-02-06,齐齐哈尔,1,0,0,27,0,0
2020-02-06,綦江区,1,0,0,14,0,0
2020-02-06,潜江,10,0,0,74,0,1
2020-02-06,黔南州,1,0,0,7,3,0
2020-02-06,秦皇岛,2,0,0,5,0,0
2020-02-06,青岛,2,1,0,43,4,0
2020-02-06,青浦区,0,1,0,5,1,0
2020-02-06,泉州,1,0,0,40,4,0
2020-02-06,日照,0,2,0,14,2,0
2020-02-06,三明,1,0,0,12,0,0
2020-02-06,三亚,2,1,1,32,6,1
2020-02-06,厦门,2,1,0,23,2,0
2020-02-06,汕头,2,0,0,22,3,0
2020-02-06,汕尾,0,1,0,5,1,0
2020-02-06,商洛,1,1,0,7,1,0
2020-02-06,商丘,7,2,0,72,6,0
2020-02-06,上饶,8,0,0,86,5,0
2020-02-06,邵阳,9,6,0,83,9,0
2020-02-06,绍兴,1,0,0,34,3,0
2020-02-06,深圳,20,6,0,334,22,0
2020-02-06,沈阳,1,0,0,24,1,0
2020-02-06,十堰,42,10,0,395,24,0
2020-02-06,石家庄,0,1,0,24,3,0
2020-02-06,石景山区,2,0,0,13,0,0
2020-02-06,双鸭山,16,0,0,36,1,0
2020-02-06,顺义区,2,0,0,8,6,0
2020-02-06,朔州,0,1,0,4,1,0
2020-02-06,四平,1,1,1,14,1,1
2020-02-06,苏州,9,0,0,69,4,0
2020-02-06,绥化,5,0,0,34,0,2
2020-02-06,随州,81,0,0,915,9,9
2020-02-06,遂宁,0,1,0,5,2,0
2020-02-06,台湾,5,1,0,16,1,0
2020-02-06,台州,5,0,0,129,14,0
2020-02-06,太原,2,0,0,11,1,0
2020-02-06,泰安,2,0,0,20,1,0
2020-02-06,泰州,1,2,0,29,3,0
2020-02-06,唐山,2,0,0,19,0,0
2020-02-06,天门,25,0,0,163,1,10
2020-02-06,天水,0,1,0,10,1,0
2020-02-06,通化,1,0,0,2,0,0
2020-02-06,通辽,1,0,0,2,0,0
2020-02-06,通州区,1,0,0,14,0,0
2020-02-06,铜川,1,1,0,8,1,0
2020-02-06,铜陵,2,1,0,22,2,0
2020-02-06,潼南区,3,0,0,13,0,0
2020-02-06,外地来沪,4,6,0,93,14,1
2020-02-06,外地来京,3,0,0,24,0,0
2020-02-06,万盛经开区,1,0,0,1,0,0
2020-02-06,万州区,5,0,0,73,2,1
2020-02-06,威海,2,0,0,30,5,0
2020-02-06,潍坊,6,0,0,27,0,0
2020-02-06,温州,25,8,0,421,36,0
2020-02-06,文昌,2,0,0,3,0,0
2020-02-06,乌鲁木齐,3,0,0,18,0,0
2020-02-06,无锡,3,0,0,31,1,0
2020-02-06,芜湖,1,0,0,27,2,0
2020-02-06,吴忠,1,0,0,9,0,0
2020-02-06,武汉,1501,103,64,11618,501,478
2020-02-06,西安,6,0,0,80,5,0
2020-02-06,西城区,2,0,0,36,0,0
2020-02-06,西青区,1,0,0,4,0,0
2020-02-06,仙桃,42,11,0,307,11,5
2020-02-06,咸宁,44,3,0,443,6,1
2020-02-06,咸阳,0,1,0,16,1,0
2020-02-06,香港,3,0,0,24,0,1
2020-02-06,湘潭,1,2,0,25,7,0
2020-02-06,湘西,1,0,0,8,1,0
2020-02-06,襄阳,51,19,1,838,28,3
2020-02-06,孝感,255,16,0,2141,25,25
2020-02-06,新乡,0,2,0,41,4,0
2020-02-06,新余,9,0,0,87,5,0
2020-02-06,信阳,12,0,0,176,5,0
2020-02-06,宿迁,1,0,0,12,0,0
2020-02-06,宿州,2,0,0,27,0,0
2020-02-06,徐汇区,1,0,0,15,0,0
2020-02-06,徐州,4,0,0,49,3,0
2020-02-06,许昌,2,0,0,28,0,0
2020-02-06,宣城,0,1,0,5,2,0
2020-02-06,烟台,2,2,0,31,2,0
2020-02-06,延边,1,0,0,5,0,0
2020-02-06,盐城,0,1,0,16,3,0
2020-02-06,扬州,2,0,0,17,0,0
2020-02-06,阳泉,1,0,0,3,0,0
2020-02-06,杨浦区,1,0,0,7,0,0
2020-02-06,宜宾,1,0,0,9,0,0
2020-02-06,宜昌,47,2,1,610,11,7
2020-02-06,宜春,8,1,0,62,5,0
2020-02-06,益阳,2,0,0,43,6,0
2020-02-06,银川,2,0,0,27,1,0
2020-02-06,鹰潭,1,0,0,10,0,0
2020-02-06,永州,6,0,0,38,8,0
2020-02-06,渝北区,0,2,0,12,2,0
2020-02-06,渝中区,2,0,0,19,0,0
2020-02-06,岳阳,14,2,0,107,4,0
2020-02-06,云阳县,0,1,0,19,3,0
2020-02-06,枣庄,2,0,0,19,0,0
2020-02-06,张家界,2,0,0,5,2,0
2020-02-06,张家口,1,1,0,13,1,0
2020-02-06,漳州,0,1,0,16,1,0
2020-02-06,长春,3,0,0,32,1,0
2020-02-06,长宁区,1,0,0,11,0,0
2020-02-06,长沙,11,2,0,190,10,0
2020-02-06,长寿区,0,2,0,12,2,0
2020-02-06,昭通,0,1,0,10,1,0
2020-02-06,肇庆,1,0,1,14,1,1
2020-02-06,镇江,1,0,0,9,0,0
2020-02-06,郑州,10,10,0,112,27,0
2020-02-06,中山,2,2,0,46,5,0
2020-02-06,忠县,1,0,0,16,1,0
2020-02-06,舟山,0,1,0,7,4,0
2020-02-06,周口,1,0,0,60,1,0
2020-02-06,株洲,5,5,0,46,7,0
2020-02-06,驻马店,8,0,0,106,2,0
2020-02-06,淄博,1,0,0,15,0,0
2020-02-06,遵义,3,0,0,12,0,0
2020-02-07,安庆,5,3,0,71,6,0
2020-02-07,安阳,3,1,0,43,2,0
2020-02-07,巴中,1,1,0,21,1,0
2020-02-07,巴州,1,0,0,2,0,0
2020-02-07,白城,1,0,0,1,0,0
2020-02-07,蚌埠,11,1,0,99,1,0
2020-02-07,包头,1,0,0,10,0,0
2020-02-07,宝坻区,2,0,0,23,0,1
2020-02-07,宝山区,1,0,0,17,0,0
2020-02-07,保定,0,4,0,18,8,0
2020-02-07,北海,1,0,0,32,3,0
2020-02-07,北京-待明确,0,1,1,0,34,2
2020-02-07,毕节,8,0,0,21,0,0
2020-02-07,滨州,0,1,0,11,4,0
2020-02-07,兵团第十二师,1,0,0,1,0,0
2020-02-07,亳州,9,0,0,81,5,0
2020-02-07,沧州,5,2,0,28,4,1
2020-02-07,昌江,1,0,0,5,0,0
2020-02-07,常德,2,0,0,66,14,0
2020-02-07,常州,2,0,0,31,5,0
2020-02-07,朝阳区,2,0,0,53,0,0
2020-02-07,郴州,2,2,0,31,6,0
2020-02-07,成都,7,5,0,109,30,1
2020-02-07,承德,1,0,0,7,0,0
2020-02-07,澄迈,1,0,0,7,1,1
2020-02-07,赤峰,0,1,0,4,1,0
2020-02-07,达州,2,0,0,25,4,0
2020-02-07,大理,0,1,0,11,2,0
2020-02-07,大同,1,3,0,10,3,0
2020-02-07,大足区,2,0,0,10,0,0
2020-02-07,德阳,1,0,0,13,0,0
2020-02-07,德州,1,0,0,28,2,0
2020-02-07,垫江县,1,0,0,18,1,0
2020-02-07,定西,3,0,0,8,1,0
2020-02-07,东城区,1,0,0,8,0,0
2020-02-07,东莞,3,0,0,56,1,0
2020-02-07,鄂州,98,2,2,569,11,20
2020-02-07,恩施州,3,3,0,160,13,0
2020-02-07,防城港,1,0,0,16,1,0
2020-02-07,房山区,1,0,0,14,0,0
2020-02-07,丰台区,4,0,0,26,0,0
2020-02-07,奉节县,1,0,0,13,1,0
2020-02-07,奉贤区,0,1,0,7,1,0
2020-02-07,佛山,3,0,0,60,4,0
2020-02-07,福州,2,1,0,59,7,0
2020-02-07,抚州,3,0,0,59,7,0
2020-02-07,阜阳,8,2,0,113,9,0
2020-02-07,赣州,5,0,0,64,2,0
2020-02-07,广安,1,2,0,28,3,0
2020-02-07,广州,14,7,0,298,27,0
2020-02-07,桂林,1,0,0,29,5,0
2020-02-07,哈尔滨,6,3,0,100,9,0
2020-02-07,海淀区,2,0,0,49,0,0
2020-02-07,海口,3,0,0,22,1,0
2020-02-07,邯郸,4,0,0,26,2,0
2020-02-07,杭州,3,6,0,153,22,0
2020-02-07,合川区,1,1,0,16,1,0
2020-02-07,合肥,13,2,0,128,9,0
2020-02-07,河池,4,0,0,15,0,0
2020-02-07,河源,1,0,0,3,0,0
2020-02-07,菏泽,1,0,0,14,2,0
2020-02-07,鹤壁,2,0,0,13,0,0
2020-02-07,鹤岗,1,0,0,3,0,0
2020-02-07,黑河,1,0,0,2,0,0
2020-02-07,衡阳,0,3,0,43,11,0
2020-02-07,葫芦岛,2,0,0,9,0,0
2020-02-07,湖州,1,0,0,10,1,0
2020-02-07,怀化,0,7,0,38,14,0
2020-02-07,淮安,3,0,0,40,2,0
2020-02-07,淮南,7,0,0,21,2,0
2020-02-07,黄冈,144,37,4,2041,107,36
2020-02-07,黄山,0,1,0,9,1,0
2020-02-07,黄石,68,12,0,703,43,2
2020-02-07,惠州,2,0,0,41,1,0
2020-02-07,鸡西,2,0,0,31,0,0
2020-02-07,吉安,1,0,0,17,1,0
2020-02-07,济南,3,0,0,42,3,0
2020-02-07,济宁,3,3,0,38,7,0
2020-02-07,嘉定区,1,0,0,6,0,0
2020-02-07,嘉兴,2,0,0,37,1,0
2020-02-07,江北区,1,1,0,20,1,0
2020-02-07,江津区,0,1,0,4,1,0
2020-02-07,江门,3,0,0,14,1,0
2020-02-07,焦作,2,0,0,20,1,0
2020-02-07,金华,4,0,0,52,9,0
2020-02-07,锦州,1,0,0,8,1,0
2020-02-07,晋中,3,0,0,30,5,0
2020-02-07,荆门,35,12,1,588,36,18
2020-02-07,荆州,56,7,1,941,30,11
2020-02-07,静安区,1,1,0,15,3,0
2020-02-07,九江,2,0,0,97,4,0
2020-02-07,开封,1,0,0,21,0,0
2020-02-07,昆明,1,2,0,41,2,0
2020-02-07,来宾,1,0,0,3,0,0
2020-02-07,兰州,0,0,1,32,5,1
2020-02-07,廊坊,5,0,0,20,4,0
2020-02-07,丽水,1,0,0,17,3,0
2020-02-07,连云港,3,0,0,27,2,0
2020-02-07,凉山,2,0,0,9,0,0
2020-02-07,两江新区,2,0,0,16,0,0
2020-02-07,辽源,1,0,0,6,0,0
2020-02-07,聊城,7,1,0,27,1,0
2020-02-07,临沂,3,0,0,38,3,0
2020-02-07,六安,10,0,0,51,1,0
2020-02-07,龙岩,1,0,0,5,0,0
2020-02-07,娄底,6,0,0,59,4,0
2020-02-07,洛阳,1,1,0,25,2,0
2020-02-07,漯河,3,3,0,29,4,0
2020-02-07,马鞍山,1,0,0,31,0,0
2020-02-07,茂名,0,1,0,6,1,0
2020-02-07,眉山,1,0,0,6,1,0
2020-02-07,梅州,1,4,0,13,4,0
2020-02-07,密云区,4,0,0,4,0,0
2020-02-07,绵阳,1,0,0,20,2,0
2020-02-07,牡丹江,1,0,0,12,0,0
2020-02-07,南昌,6,6,0,168,20,0
2020-02-07,南充,1,0,0,31,2,0
2020-02-07,南京,8,2,0,65,15,0
2020-02-07,南宁,1,0,0,32,2,0
2020-02-07,南平,2,1,0,14,1,0
2020-02-07,南通,2,0,0,31,2,0
2020-02-07,南阳,10,0,0,128,1,2
2020-02-07,内江,0,1,0,17,1,0
2020-02-07,宁波,5,3,0,141,12,0
2020-02-07,宁德,5,3,0,21,4,0
2020-02-07,攀枝花,1,1,0,12,1,0
2020-02-07,平顶山,2,1,0,48,1,1
2020-02-07,平凉,1,0,0,2,0,0
2020-02-07,莆田,3,0,0,47,1,0
2020-02-07,濮阳,2,0,0,7,0,0
2020-02-07,浦东新区,3,0,0,53,6,0
2020-02-07,七台河,1,0,0,11,0,0
2020-02-07,綦江区,1,0,0,15,0,0
2020-02-07,潜江,6,1,1,80,1,2
2020-02-07,黔西南州,1,0,0,4,0,0
2020-02-07,钦州,1,0,0,8,0,0
2020-02-07,秦皇岛,2,0,0,7,0,0
2020-02-07,青岛,3,1,0,46,5,0
2020-02-07,青浦区,0,1,0,5,2,0
2020-02-07,清远,0,1,0,10,3,0
2020-02-07,衢州,0,1,0,14,3,0
2020-02-07,曲靖,1,0,0,11,1,0
2020-02-07,三亚,5,3,0,37,9,1
2020-02-07,厦门,2,0,0,25,2,0
2020-02-07,汕头,3,0,0,25,3,0
2020-02-07,商丘,4,0,0,76,6,0
2020-02-07,上饶,6,0,0,92,5,0
2020-02-07,邵阳,3,2,0,86,11,0
2020-02-07,绍兴,2,2,0,36,5,0
2020-02-07,深圳,17,9,0,351,31,0
2020-02-07,沈阳,1,1,0,25,2,0
2020-02-07,十堰,43,9,0,438,33,0
2020-02-07,双鸭山,0,0,2,36,1,2
2020-02-07,顺义区,1,0,0,9,6,0
2020-02-07,四平,2,0,0,16,1,1
2020-02-07,松江区,3,0,0,13,0,0
2020-02-07,苏州,3,0,0,72,4,0
2020-02-07,绥化,1,1,0,35,1,2
2020-02-07,随州,38,14,0,953,23,9
2020-02-07,遂宁,1,0,0,6,2,0
2020-02-07,台州,4,3,0,133,17,0
2020-02-07,太原,1,0,0,12,1,0
2020-02-07,泰州,1,0,0,30,3,0
2020-02-07,唐山,4,2,0,23,2,0
2020-02-07,天门,16,0,0,179,1,10
2020-02-07,通辽,1,0,0,3,0,0
2020-02-07,通州区,1,0,0,15,0,0
2020-02-07,铜川,0,2,0,8,3,0
2020-02-07,铜陵,1,3,0,23,5,0
2020-02-07,外地来沪,2,2,0,95,16,1
2020-02-07,万宁,1,0,0,12,0,0
2020-02-07,万州区,5,2,0,78,4,1
2020-02-07,威海,2,0,0,32,5,0
2020-02-07,潍坊,2,0,0,29,0,0
2020-02-07,温州,17,13,0,438,49,0
2020-02-07,乌鲁木齐,1,0,0,19,0,0
2020-02-07,无锡,3,0,0,34,1,0
2020-02-07,芜湖,2,1,0,29,3,0
2020-02-07,武汉,1985,164,67,13603,665,545
2020-02-07,西安,8,4,0,88,9,0
2020-02-07,西城区,1,0,0,37,0,0
2020-02-07,西双版纳,0,1,0,15,2,0
2020-02-07,仙桃,52,3,0,359,14,5
2020-02-07,咸宁,33,6,1,476,12,2
2020-02-07,咸阳,1,0,0,17,1,0
2020-02-07,香港,2,0,0,26,0,1
2020-02-07,湘潭,3,0,0,28,7,0
2020-02-07,襄阳,59,2,2,897,30,5
2020-02-07,孝感,172,13,1,2313,38,26
2020-02-07,忻州,3,0,0,6,0,0
2020-02-07,新乡,2,0,0,43,4,0
2020-02-07,新余,8,3,0,95,8,0
2020-02-07,信阳,16,0,0,192,5,0
2020-02-07,邢台,2,1,0,21,1,0
2020-02-07,宿州,1,0,0,28,0,0
2020-02-07,徐汇区,1,0,0,16,0,0
2020-02-07,徐州,3,0,0,52,3,0
2020-02-07,许昌,2,0,0,30,0,0
2020-02-07,雅安,0,1,0,6,1,0
2020-02-07,烟台,3,0,0,34,2,0
2020-02-07,延安,1,0,0,8,0,0
2020-02-07,盐城,1,0,0,17,3,0
2020-02-07,扬州,0,2,0,17,2,0
2020-02-07,阳江,0,1,0,13,1,0
2020-02-07,宜昌,23,13,1,633,24,8
2020-02-07,宜春,5,1,0,67,6,0
2020-02-07,益阳,1,0,0,44,6,0
2020-02-07,银川,1,2,0,28,3,0
2020-02-07,鹰潭,1,0,0,11,0,0
2020-02-07,永州,2,2,0,40,10,0
2020-02-07,榆林,1,0,0,3,0,0
2020-02-07,玉林,1,0,0,9,1,0
2020-02-07,玉溪,1,1,0,14,2,0
2020-02-07,岳阳,4,2,0,111,6,0
2020-02-07,云阳县,1,2,0,20,5,0
2020-02-07,湛江,1,0,0,20,4,0
2020-02-07,张家口,1,0,0,14,1,0
2020-02-07,长沙,6,9,0,196,19,0
2020-02-07,镇江,2,1,0,11,1,0
2020-02-07,郑州,8,1,0,120,28,0
2020-02-07,中山,0,5,0,46,10,0
2020-02-07,舟山,0,1,0,7,5,0
2020-02-07,周口,2,0,0,62,1,0
2020-02-07,珠海,9,0,0,82,4,0
2020-02-07,株洲,2,1,0,48,8,0
2020-02-07,驻马店,7,2,0,113,4,0
2020-02-07,淄博,0,1,0,15,1,0
2020-02-07,自贡,0,2,0,9,2,0
2020-02-07,遵义,3,0,0,15,0,0
2020-02-08,安庆,4,0,0,75,6,0
2020-02-08,安阳,1,0,0,44,2,0
2020-02-08,巴彦淖尔,2,0,0,6,0,0
2020-02-08,巴州,1,0,0,3,0,0
2020-02-08,蚌埠,16,0,1,115,1,1
2020-02-08,宝坻区,6,0,0,29,0,1
2020-02-08,宝鸡,1,0,0,13,2,0
2020-02-08,保定,3,0,0,21,8,0
2020-02-08,保亭,1,0,0,3,0,0
2020-02-08,北海,1,0,0,33,3,0
2020-02-08,北京-待明确,0,3,0,0,37,2
2020-02-08,亳州,6,0,0,87,5,0
2020-02-08,沧州,0,2,0,28,6,1
2020-02-08,常德,0,1,0,66,15,0
2020-02-08,朝阳区,2,0,0,55,0,0
2020-02-08,郴州,1,2,0,32,8,0
2020-02-08,成都,11,5,0,120,35,1
2020-02-08,池州,1,0,0,12,1,0
2020-02-08,达州,0,1,0,25,5,0
2020-02-08,大连,2,0,0,16,3,0
2020-02-08,大同,1,0,0,11,3,0
2020-02-08,大兴区,1,0,0,35,2,0
2020-02-08,儋州,0,1,0,11,1,0
2020-02-08,德阳,3,0,0,16,0,0
2020-02-08,德州,2,2,0,30,4,0
2020-02-08,垫江县,1,0,0,19,1,0
2020-02-08,东城区,1,0,0,9,0,0
2020-02-08,东莞,2,0,0,58,1,0
2020-02-08,鄂州,67,31,1,636,42,21
2020-02-08,恩施州,11,7,0,171,20,0
2020-02-08,丰台区,1,0,0,27,0,0
2020-02-08,奉节县,1,0,0,14,1,0
2020-02-08,佛山,5,0,0,65,4,0
2020-02-08,福州,3,3,0,62,10,0
2020-02-08,抚州,4,0,0,63,7,0
2020-02-08,阜阳,5,2,0,118,11,0
2020-02-08,甘南,3,0,0,6,0,0
2020-02-08,赣州,5,0,0,69,2,0
2020-02-08,固原,0,2,0,2,2,0
2020-02-08,广州,6,9,0,304,36,0
2020-02-08,贵阳,4,0,0,22,1,0
2020-02-08,哈尔滨,14,0,0,114,9,0
2020-02-08,海淀区,3,0,0,52,0,0
2020-02-08,海口,1,1,0,23,2,0
2020-02-08,邯郸,1,0,0,27,2,0
2020-02-08,杭州,1,7,0,154,29,0
2020-02-08,合川区,1,0,0,17,1,0
2020-02-08,合肥,8,2,0,136,11,0
2020-02-08,和平区,0,1,0,6,1,0
2020-02-08,河北区,0,1,0,10,1,0
2020-02-08,河池,4,0,1,19,0,1
2020-02-08,菏泽,0,1,0,14,3,0
2020-02-08,鹤壁,4,0,0,17,0,0
2020-02-08,鹤岗,1,0,0,4,0,0
2020-02-08,衡水,1,0,0,8,0,0
2020-02-08,衡阳,2,3,0,45,14,0
2020-02-08,虹口区,0,1,0,7,1,0
2020-02-08,怀化,1,1,0,39,15,0
2020-02-08,淮安,4,0,0,44,2,0
2020-02-08,淮北,1,1,0,23,1,0
2020-02-08,淮南,1,1,0,22,3,0
2020-02-08,黄冈,100,32,7,2141,139,43
2020-02-08,黄石,50,10,0,753,53,2
2020-02-08,惠州,6,0,0,47,1,0
2020-02-08,鸡西,3,0,0,34,0,0
2020-02-08,济宁,1,1,0,39,8,0
2020-02-08,嘉定区,0,1,0,6,1,0
2020-02-08,嘉兴,1,0,0,38,1,0
2020-02-08,江北区,3,0,0,23,1,0
2020-02-08,江门,3,0,0,17,1,0
2020-02-08,焦作,4,0,0,24,1,0
2020-02-08,揭阳,0,1,0,7,1,0
2020-02-08,金华,1,4,0,53,13,0
2020-02-08,锦州,2,0,0,10,1,0
2020-02-08,晋城,0,2,0,8,2,0
2020-02-08,晋中,2,1,0,32,6,0
2020-02-08,荆门,41,12,1,629,48,19
2020-02-08,荆州,56,4,2,997,34,13
2020-02-08,景德镇,1,0,0,5,1,0
2020-02-08,静安区,1,0,0,16,3,0
2020-02-08,九江,3,2,0,100,6,0
2020-02-08,九龙坡区,0,1,0,19,1,1
2020-02-08,开封,3,0,0,24,0,0
2020-02-08,昆明,0,4,0,41,6,0
2020-02-08,来宾,4,0,0,7,0,0
2020-02-08,兰州,1,3,0,33,8,1
2020-02-08,廊坊,2,0,0,22,4,0
2020-02-08,乐东,1,0,0,2,0,0
2020-02-08,丽水,0,2,0,17,5,0
2020-02-08,连云港,5,0,0,32,2,0
2020-02-08,梁平区,0,1,0,4,1,0
2020-02-08,辽阳,1,0,0,3,0,0
2020-02-08,聊城,6,1,0,33,2,0
2020-02-08,临沂,2,1,0,40,4,0
2020-02-08,六安,3,1,0,54,2,0
2020-02-08,六盘水,1,0,0,10,0,1
2020-02-08,龙岩,1,0,0,6,0,0
2020-02-08,娄底,5,4,0,64,8,0
2020-02-08,泸州,3,2,0,16,2,0
2020-02-08,漯河,1,1,0,30,5,0
2020-02-08,马鞍山,0,2,0,31,2,0
2020-02-08,茂名,3,0,0,9,1,0
2020-02-08,眉山,1,0,0,7,1,0
2020-02-08,密云区,1,0,0,5,0,0
2020-02-08,绵阳,0,1,0,20,3,0
2020-02-08,闵行区,2,1,0,14,2,0
2020-02-08,南昌,11,7,0,179,27,0
2020-02-08,南充,1,0,0,32,2,0
2020-02-08,南京,6,5,0,71,20,0
2020-02-08,南宁,3,0,0,35,2,0
2020-02-08,南平,2,0,0,16,1,0
2020-02-08,南通,1,0,0,32,2,0
2020-02-08,南阳,5,0,0,133,1,2
2020-02-08,内江,0,1,0,17,2,0
2020-02-08,宁波,5,1,0,146,13,0
2020-02-08,宁德,2,0,0,23,4,0
2020-02-08,攀枝花,1,0,0,13,1,0
2020-02-08,平顶山,2,6,0,50,7,1
2020-02-08,平凉,2,0,0,4,0,0
2020-02-08,濮阳,2,0,0,9,0,0
2020-02-08,浦东新区,3,2,0,56,8,0
2020-02-08,普陀区,1,0,0,8,0,0
2020-02-08,七台河,2,0,0,13,0,0
2020-02-08,潜江,2,1,0,82,2,2
2020-02-08,黔东南州,1,0,0,6,0,0
2020-02-08,青岛,1,2,0,47,7,0
2020-02-08,琼中,0,1,0,1,1,0
2020-02-08,泉州,2,0,0,42,4,0
2020-02-08,日照,1,0,0,15,2,0
2020-02-08,三明,1,1,0,13,1,0
2020-02-08,三亚,3,1,0,40,10,1
2020-02-08,商丘,6,3,0,82,9,0
2020-02-08,上饶,6,2,0,98,7,0
2020-02-08,韶关,0,1,0,6,2,0
2020-02-08,邵阳,1,7,0,87,18,0
2020-02-08,绍兴,2,3,0,38,8,0
2020-02-08,深圳,13,8,0,364,39,0
2020-02-08,沈阳,1,1,0,26,3,0
2020-02-08,十堰,29,7,0,467,40,0
2020-02-08,双鸭山,2,0,0,38,1,2
2020-02-08,顺义区,1,0,0,10,6,0
2020-02-08,朔州,2,0,0,6,1,0
2020-02-08,四平,2,0,0,18,1,1
2020-02-08,松江区,1,0,0,14,0,0
2020-02-08,松原,0,1,0,2,1,0
2020-02-08,苏州,3,0,0,75,4,0
2020-02-08,绥化,0,0,1,35,1,3
2020-02-08,随州,31,0,0,984,23,9
2020-02-08,遂宁,2,0,0,8,2,0
2020-02-08,台湾,1,0,0,17,1,0
2020-02-08,台州,5,8,0,138,25,0
2020-02-08,太原,3,0,0,15,1,0
2020-02-08,泰安,3,0,0,23,1,0
2020-02-08,泰州,0,1,0,30,4,0
2020-02-08,唐山,4,0,0,27,2,0
2020-02-08,天门,18,0,0,197,1,10
2020-02-08,天水,2,0,0,12,1,0
2020-02-08,通化,2,0,0,4,0,0
2020-02-08,通州区,1,0,0,16,0,0
2020-02-08,铜川,0,1,0,8,4,0
2020-02-08,铜梁区,1,0,0,8,0,0
2020-02-08,铜陵,1,2,0,24,7,0
2020-02-08,铜仁,1,0,0,7,2,0
2020-02-08,外地来沪,3,4,0,98,20,1
2020-02-08,万州区,6,1,0,84,5,1
2020-02-08,威海,2,3,0,34,8,0
2020-02-08,潍坊,5,1,0,34,1,0
2020-02-08,渭南,4,0,0,14,0,0
2020-02-08,温州,10,21,0,448,70,0
2020-02-08,乌鲁木齐,1,0,0,20,0,0
2020-02-08,巫溪县,1,0,0,12,1,0
2020-02-08,无锡,4,2,0,38,3,0
2020-02-08,吴忠,1,4,0,10,4,0
2020-02-08,梧州,0,1,0,5,3,0
2020-02-08,武汉,1379,179,63,14982,844,608
2020-02-08,武清区,1,0,0,1,0,0
2020-02-08,西安,8,1,0,96,10,0
2020-02-08,西城区,1,0,0,38,0,0
2020-02-08,仙桃,20,2,0,379,16,5
2020-02-08,咸宁,17,11,2,493,23,4
2020-02-08,咸阳,0,1,0,17,2,0
2020-02-08,湘潭,0,3,0,28,10,0
2020-02-08,湘西,0,2,0,8,3,0
2020-02-08,襄阳,71,9,2,968,39,7
2020-02-08,孝感,123,7,3,2436,45,29
2020-02-08,新乡,1,2,1,44,6,1
2020-02-08,新余,5,5,0,100,13,0
2020-02-08,信阳,13,4,0,205,9,0
2020-02-08,邢台,0,3,1,21,4,1
2020-02-08,宿州,0,1,0,28,1,0
2020-02-08,徐汇区,0,1,0,16,1,0
2020-02-08,徐州,4,0,0,56,3,0
2020-02-08,许昌,1,2,0,31,2,0
2020-02-08,烟台,2,0,0,36,2,0
2020-02-08,扬州,1,0,0,18,2,0
2020-02-08,伊犁州,1,0,0,10,0,0
2020-02-08,宜昌,71,12,0,704,36,8
2020-02-08,宜春,6,0,0,73,6,0
2020-02-08,益阳,2,4,0,46,10,0
2020-02-08,银川,0,2,0,28,5,0
2020-02-08,鹰潭,0,1,0,11,1,0
2020-02-08,永川区,2,0,0,5,1,0
2020-02-08,渝中区,1,1,0,20,1,0
2020-02-08,岳阳,4,4,1,115,10,1
2020-02-08,云阳县,0,2,0,20,7,0
2020-02-08,运城,1,3,0,18,4,0
2020-02-08,枣庄,2,0,0,21,0,0
2020-02-08,湛江,1,2,0,21,6,0
2020-02-08,长春,5,0,0,37,1,0
2020-02-08,长宁区,0,1,0,11,1,0
2020-02-08,长沙,9,8,0,205,27,0
2020-02-08,长寿区,3,0,0,15,2,0
2020-02-08,长治,2,0,0,7,0,0
2020-02-08,昭通,2,1,0,12,2,0
2020-02-08,肇庆,0,2,0,14,3,1
2020-02-08,镇江,1,0,0,12,1,0
2020-02-08,郑州,6,2,0,126,30,0
2020-02-08,中山,5,3,0,51,13,0
2020-02-08,中卫,0,2,0,3,2,0
2020-02-08,忠县,0,2,0,16,3,0
2020-02-08,珠海,1,0,0,83,4,0
2020-02-08,株洲,10,1,0,58,9,0
2020-02-08,驻马店,3,5,0,116,9,0
2020-02-08,资阳,1,0,0,3,0,0
2020-02-08,淄博,1,0,0,16,1,0
2020-02-08,遵义,0,1,0,15,1,0
2020-02-09,安康,1,4,0,22,5,0
2020-02-09,安庆,3,6,0,78,12,0
2020-02-09,安阳,1,0,0,45,2,0
2020-02-09,巴南区,0,1,0,3,1,0
2020-02-09,巴中,1,0,0,22,1,0
2020-02-09,蚌埠,11,0,2,126,1,3
2020-02-09,包头,1,0,0,11,0,0
2020-02-09,宝坻区,3,0,0,32,0,1
2020-02-09,宝山区,1,0,0,18,0,0
2020-02-09,保定,5,0,0,26,8,0
2020-02-09,北海,2,0,0,35,3,0
2020-02-09,北京-待明确,0,7,0,0,44,2
2020-02-09,兵团第四师,3,0,0,3,0,0
2020-02-09,亳州,5,0,0,92,5,0
2020-02-09,沧州,0,2,0,28,8,1
